,country,year,life_expectancy
10003,Latvia,1838,33.0
10004,Lebanon,1838,29.7
10005,Lesotho,1838,32.8
10006,Liberia,1838,31.1
10007,Libya,1838,33.1
10009,Lithuania,1838,28.9
10010,Luxembourg,1838,36.9
10011,"Macao, China",1838,34.7
10012,"Macedonia, FYR",1838,36.1
10013,Madagascar,1838,30.5
10014,Malawi,1838,30.3
10015,Malaysia,1838,30.6
10016,Maldives,1838,32.65
10017,Mali,1838,26.41
10018,Malta,1838,28.7
10020,Martinique,1838,30.15
10021,Mauritania,1838,32.0
10022,Mauritius,1838,31.85
10023,Mayotte,1838,32.5
10024,Mexico,1838,26.9
10025,"Micronesia, Fed. Sts.",1838,26.7
10026,Moldova,1838,33.15
10028,Mongolia,1838,31.8
10029,Montenegro,1838,35.4
10031,Morocco,1838,33.1
10032,Mozambique,1838,30.28
10033,Myanmar,1838,30.8
10034,Namibia,1838,32.4
10036,Nepal,1838,32.8
10037,Netherlands,1838,39.86
10038,Netherlands Antilles,1838,34.41
10039,New Caledonia,1838,26.0
10040,New Zealand,1838,34.05
10042,Nicaragua,1838,25.4
10043,Niger,1838,30.8
10044,Nigeria,1838,30.4
10049,Norway,1838,42.93
10050,Oman,1838,32.3
10051,Pakistan,1838,25.8
10053,Panama,1838,32.9
10054,Papua New Guinea,1838,31.5
10055,Paraguay,1838,35.5
10056,Peru,1838,35.7
10057,Philippines,1838,30.9
10059,Poland,1838,35.9
10060,Portugal,1838,35.6
10061,Puerto Rico,1838,30.43
10062,Qatar,1838,30.8
10063,Reunion,1838,33.0
10064,Romania,1838,35.7
10065,Russia,1838,29.57
10066,Rwanda,1838,31.8
10070,St. Lucia,1838,28.01
10072,St. Vincent and the Grenadines,1838,25.99
10074,Samoa,1838,25.4
10076,Sao Tome and Principe,1838,31.0
10077,Saudi Arabia,1838,32.1
10078,Senegal,1838,25.2
10079,Serbia,1838,35.5
10082,Seychelles,1838,37.0
10083,Sierra Leone,1838,25.1
10084,Singapore,1838,34.0
10085,Slovak Republic,1838,36.4
10086,Slovenia,1838,36.6
10087,Solomon Islands,1838,25.1
10088,Somalia,1838,29.4
10090,South Africa,1838,33.5
10092,Spain,1838,29.5
10093,Sri Lanka,1838,32.6
10094,Sudan,1838,31.4
10095,Suriname,1838,32.9
10097,Swaziland,1838,32.3
10098,Sweden,1838,39.98
10099,Switzerland,1838,38.0
10100,Syria,1838,31.1
10101,Taiwan,1838,28.3
10102,Tajikistan,1838,24.24
10103,Tanzania,1838,32.2
10104,Thailand,1838,30.4
10105,Timor-Leste,1838,28.95
10106,Togo,1838,31.3
10108,Tonga,1838,28.2
10110,Trinidad and Tobago,1838,32.9
10111,Tunisia,1838,28.8
10112,Turkey,1838,35.0
10113,Turkmenistan,1838,24.0
10116,Uganda,1838,25.3
10117,Ukraine,1838,36.6
10118,United Arab Emirates,1838,30.7
10119,United Kingdom,1838,40.3
10120,United States,1838,39.41
10121,Uruguay,1838,32.9
10123,Uzbekistan,1838,26.93
10125,Vanuatu,1838,24.3
10126,Venezuela,1838,32.2
10127,West Bank and Gaza,1838,32.1
10129,Western Sahara,1838,34.75
10130,Vietnam,1838,32.0
10131,Virgin Islands (U.S.),1838,33.4
10134,Yemen,1838,23.39
10136,Zambia,1838,32.6
10137,Zimbabwe,1838,33.7
10139,South Sudan,1838,26.67
10141,Afghanistan,1839,27.81
10143,Albania,1839,35.4
10144,Algeria,1839,28.82
10147,Angola,1839,26.98
10149,Antigua and Barbuda,1839,33.54
10150,Argentina,1839,33.2
10151,Armenia,1839,34.0
10152,Aruba,1839,34.42
10153,Australia,1839,34.05
10154,Austria,1839,34.4
10155,Azerbaijan,1839,29.17
10156,Bahamas,1839,35.18
10157,Bahrain,1839,30.3
10158,Bangladesh,1839,25.5
10159,Barbados,1839,32.12
10160,Belarus,1839,36.2
10161,Belgium,1839,40.31
10162,Belize,1839,26.5
10163,Benin,1839,31.0
10165,Bhutan,1839,28.8
10166,Bolivia,1839,33.0
10167,Bosnia and Herzegovina,1839,35.1
10168,Botswana,1839,33.6
10169,Brazil,1839,31.99
10171,Brunei,1839,29.2
10172,Bulgaria,1839,37.52
10173,Burkina Faso,1839,29.2
10174,Burundi,1839,31.5
10175,Cambodia,1839,35.0
10176,Cameroon,1839,28.75
10177,Canada,1839,40.06
10178,Cape Verde,1839,33.8
10180,Central African Republic,1839,30.0
10181,Chad,1839,30.9
10183,Chile,1839,32.0
10184,China,1839,32.0
10187,Colombia,1839,32.0
10188,Comoros,1839,32.1
10189,"Congo, Dem. Rep.",1839,31.6
10190,"Congo, Rep.",1839,32.7
10192,Costa Rica,1839,30.21
10193,Cote d'Ivoire,1839,31.16
10194,Croatia,1839,36.1
10195,Cuba,1839,36.6
10196,Cyprus,1839,38.5
10197,Czech Republic,1839,34.95
10199,Denmark,1839,41.86
10200,Djibouti,1839,29.9
10202,Dominican Republic,1839,29.9
10204,Ecuador,1839,32.9
10205,Egypt,1839,33.0
10206,El Salvador,1839,28.7
10207,Equatorial Guinea,1839,29.8
10208,Eritrea,1839,30.2
10210,Estonia,1839,37.26
10211,Ethiopia,1839,29.7
10214,Fiji,1839,26.1
10215,Finland,1839,42.66
10216,France,1839,40.91
10217,French Guiana,1839,30.5
10218,French Polynesia,1839,25.6
10219,Gabon,1839,30.6
10220,Gambia,1839,28.8
10221,Georgia,1839,31.87
10222,Germany,1839,38.37
10223,Ghana,1839,28.0
10225,Greece,1839,36.6
10226,Greenland,1839,33.87
10227,Grenada,1839,32.38
10228,Guadeloupe,1839,27.66
10229,Guam,1839,27.5
10230,Guatemala,1839,25.81
10232,Guinea,1839,29.9
10233,Guinea-Bissau,1839,32.0
10234,Guyana,1839,31.12
10235,Haiti,1839,29.0
10237,Honduras,1839,33.9
10238,"Hong Kong, China",1839,34.9
10239,Hungary,1839,36.0
10240,Iceland,1839,27.95
10241,India,1839,25.44
10242,Indonesia,1839,30.0
10243,Iran,1839,25.6
10244,Iraq,1839,31.2
10245,Ireland,1839,38.3
10247,Israel,1839,32.0
10248,Italy,1839,29.69
10249,Jamaica,1839,34.2
10250,Japan,1839,36.42
10252,Jordan,1839,31.7
10253,Kazakhstan,1839,26.2
10254,Kenya,1839,25.5
10255,Kiribati,1839,24.9
10256,North Korea,1839,26.0
10257,South Korea,1839,25.8
10260,Kuwait,1839,26.0
10261,Kyrgyz Republic,1839,23.94
10262,Lao,1839,31.9
10263,Latvia,1839,33.0
10264,Lebanon,1839,29.7
10265,Lesotho,1839,32.8
10266,Liberia,1839,31.1
10267,Libya,1839,33.1
10269,Lithuania,1839,28.9
10270,Luxembourg,1839,36.9
10271,"Macao, China",1839,34.7
10272,"Macedonia, FYR",1839,36.1
10273,Madagascar,1839,30.5
10274,Malawi,1839,30.3
10275,Malaysia,1839,30.6
10276,Maldives,1839,32.65
10277,Mali,1839,26.41
10278,Malta,1839,28.7
10280,Martinique,1839,30.15
10281,Mauritania,1839,32.0
10282,Mauritius,1839,24.84
10283,Mayotte,1839,32.5
10284,Mexico,1839,26.9
10285,"Micronesia, Fed. Sts.",1839,26.7
10286,Moldova,1839,33.15
10288,Mongolia,1839,31.8
10289,Montenegro,1839,35.4
10291,Morocco,1839,33.1
10292,Mozambique,1839,30.28
10293,Myanmar,1839,30.8
10294,Namibia,1839,32.4
10296,Nepal,1839,32.8
10297,Netherlands,1839,39.86
10298,Netherlands Antilles,1839,34.41
10299,New Caledonia,1839,26.0
10300,New Zealand,1839,34.05
10302,Nicaragua,1839,25.4
10303,Niger,1839,30.8
10304,Nigeria,1839,30.4
10309,Norway,1839,43.05
10310,Oman,1839,32.3
10311,Pakistan,1839,25.8
10313,Panama,1839,32.9
10314,Papua New Guinea,1839,31.5
10315,Paraguay,1839,35.5
10316,Peru,1839,35.7
10317,Philippines,1839,30.9
10319,Poland,1839,35.9
10320,Portugal,1839,35.6
10321,Puerto Rico,1839,30.43
10322,Qatar,1839,30.8
10323,Reunion,1839,33.0
10324,Romania,1839,35.7
10325,Russia,1839,29.57
10326,Rwanda,1839,31.8
10330,St. Lucia,1839,28.01
10332,St. Vincent and the Grenadines,1839,25.99
10334,Samoa,1839,25.4
10336,Sao Tome and Principe,1839,31.0
10337,Saudi Arabia,1839,32.1
10338,Senegal,1839,25.2
10339,Serbia,1839,35.5
10342,Seychelles,1839,37.0
10343,Sierra Leone,1839,25.1
10344,Singapore,1839,34.0
10345,Slovak Republic,1839,36.4
10346,Slovenia,1839,36.6
10347,Solomon Islands,1839,25.1
10348,Somalia,1839,29.4
10350,South Africa,1839,33.5
10352,Spain,1839,29.5
10353,Sri Lanka,1839,32.6
10354,Sudan,1839,31.4
10355,Suriname,1839,32.9
10357,Swaziland,1839,32.3
10358,Sweden,1839,39.88
10359,Switzerland,1839,38.0
10360,Syria,1839,31.1
10361,Taiwan,1839,28.3
10362,Tajikistan,1839,24.24
10363,Tanzania,1839,32.2
10364,Thailand,1839,30.4
10365,Timor-Leste,1839,28.95
10366,Togo,1839,31.3
10368,Tonga,1839,28.2
10370,Trinidad and Tobago,1839,33.88
10371,Tunisia,1839,28.8
10372,Turkey,1839,35.0
10373,Turkmenistan,1839,24.0
10376,Uganda,1839,25.3
10377,Ukraine,1839,36.6
10378,United Arab Emirates,1839,30.7
10379,United Kingdom,1839,40.88
10380,United States,1839,39.41
10381,Uruguay,1839,32.9
10383,Uzbekistan,1839,26.93
10385,Vanuatu,1839,24.3
10386,Venezuela,1839,32.2
10387,West Bank and Gaza,1839,32.1
10389,Western Sahara,1839,34.75
10390,Vietnam,1839,32.0
10391,Virgin Islands (U.S.),1839,33.4
10394,Yemen,1839,23.39
10396,Zambia,1839,32.6
10397,Zimbabwe,1839,33.7
10399,South Sudan,1839,26.67
10401,Afghanistan,1840,27.8
10403,Albania,1840,35.4
10404,Algeria,1840,28.82
10407,Angola,1840,26.98
10409,Antigua and Barbuda,1840,33.54
10410,Argentina,1840,33.2
10411,Armenia,1840,34.0
10412,Aruba,1840,34.42
10413,Australia,1840,34.05
10414,Austria,1840,34.4
10415,Azerbaijan,1840,29.17
10416,Bahamas,1840,35.18
10417,Bahrain,1840,30.3
10418,Bangladesh,1840,25.5
10419,Barbados,1840,32.12
10420,Belarus,1840,36.2
10421,Belgium,1840,40.32
10422,Belize,1840,26.5
10423,Benin,1840,31.0
10425,Bhutan,1840,28.8
10426,Bolivia,1840,33.0
10427,Bosnia and Herzegovina,1840,35.1
10428,Botswana,1840,33.6
10429,Brazil,1840,31.99
10431,Brunei,1840,29.2
10432,Bulgaria,1840,37.56
10433,Burkina Faso,1840,29.2
10434,Burundi,1840,31.5
10435,Cambodia,1840,35.0
10436,Cameroon,1840,28.75
10437,Canada,1840,40.19
10438,Cape Verde,1840,33.8
10440,Central African Republic,1840,30.0
10441,Chad,1840,30.9
10443,Chile,1840,32.0
10444,China,1840,32.0
10447,Colombia,1840,32.0
10448,Comoros,1840,32.1
10449,"Congo, Dem. Rep.",1840,31.6
10450,"Congo, Rep.",1840,32.7
10452,Costa Rica,1840,30.21
10453,Cote d'Ivoire,1840,31.16
10454,Croatia,1840,36.1
10455,Cuba,1840,36.48
10456,Cyprus,1840,38.51
10457,Czech Republic,1840,34.95
10459,Denmark,1840,41.06
10460,Djibouti,1840,29.9
10462,Dominican Republic,1840,29.9
10464,Ecuador,1840,32.9
10465,Egypt,1840,33.0
10466,El Salvador,1840,28.7
10467,Equatorial Guinea,1840,29.8
10468,Eritrea,1840,30.2
10470,Estonia,1840,36.89
10471,Ethiopia,1840,29.7
10474,Fiji,1840,26.1
10475,Finland,1840,41.47
10476,France,1840,40.37
10477,French Guiana,1840,30.5
10478,French Polynesia,1840,25.6
10479,Gabon,1840,30.6
10480,Gambia,1840,28.8
10481,Georgia,1840,31.87
10482,Germany,1840,38.37
10483,Ghana,1840,28.0
10485,Greece,1840,36.6
10486,Greenland,1840,33.87
10487,Grenada,1840,33.37
10488,Guadeloupe,1840,27.66
10489,Guam,1840,27.5
10490,Guatemala,1840,25.81
10492,Guinea,1840,29.91
10493,Guinea-Bissau,1840,32.0
10494,Guyana,1840,31.12
10495,Haiti,1840,29.0
10497,Honduras,1840,33.9
10498,"Hong Kong, China",1840,34.9
10499,Hungary,1840,36.0
10500,Iceland,1840,31.97
10501,India,1840,25.44
10502,Indonesia,1840,30.0
10503,Iran,1840,25.6
10504,Iraq,1840,31.2
10505,Ireland,1840,38.3
10507,Israel,1840,32.0
10508,Italy,1840,29.69
10509,Jamaica,1840,34.2
10510,Japan,1840,36.42
10512,Jordan,1840,31.7
10513,Kazakhstan,1840,26.2
10514,Kenya,1840,25.5
10515,Kiribati,1840,24.9
10516,North Korea,1840,26.0
10517,South Korea,1840,25.8
10520,Kuwait,1840,26.0
10521,Kyrgyz Republic,1840,23.94
10522,Lao,1840,31.9
10523,Latvia,1840,33.0
10524,Lebanon,1840,29.7
10525,Lesotho,1840,32.8
10526,Liberia,1840,31.1
10527,Libya,1840,33.1
10529,Lithuania,1840,28.9
10530,Luxembourg,1840,36.9
10531,"Macao, China",1840,34.7
10532,"Macedonia, FYR",1840,36.1
10533,Madagascar,1840,30.5
10534,Malawi,1840,30.3
10535,Malaysia,1840,30.6
10536,Maldives,1840,32.65
10537,Mali,1840,26.41
10538,Malta,1840,28.7
10540,Martinique,1840,30.15
10541,Mauritania,1840,32.0
10542,Mauritius,1840,32.53
10543,Mayotte,1840,32.5
10544,Mexico,1840,26.9
10545,"Micronesia, Fed. Sts.",1840,26.7
10546,Moldova,1840,33.15
10548,Mongolia,1840,31.8
10549,Montenegro,1840,35.4
10551,Morocco,1840,33.1
10552,Mozambique,1840,30.28
10553,Myanmar,1840,30.8
10554,Namibia,1840,32.4
10556,Nepal,1840,32.8
10557,Netherlands,1840,39.86
10558,Netherlands Antilles,1840,34.41
10559,New Caledonia,1840,26.0
10560,New Zealand,1840,34.05
10562,Nicaragua,1840,25.4
10563,Niger,1840,30.8
10564,Nigeria,1840,30.4
10569,Norway,1840,45.62
10570,Oman,1840,32.3
10571,Pakistan,1840,25.8
10573,Panama,1840,32.9
10574,Papua New Guinea,1840,31.5
10575,Paraguay,1840,35.5
10576,Peru,1840,35.7
10577,Philippines,1840,30.9
10579,Poland,1840,35.9
10580,Portugal,1840,35.6
10581,Puerto Rico,1840,30.43
10582,Qatar,1840,30.8
10583,Reunion,1840,33.0
10584,Romania,1840,35.7
10585,Russia,1840,29.57
10586,Rwanda,1840,31.8
10590,St. Lucia,1840,28.01
10592,St. Vincent and the Grenadines,1840,25.99
10594,Samoa,1840,25.4
10596,Sao Tome and Principe,1840,31.0
10597,Saudi Arabia,1840,32.1
10598,Senegal,1840,25.2
10599,Serbia,1840,35.5
10602,Seychelles,1840,37.0
10603,Sierra Leone,1840,25.1
10604,Singapore,1840,34.0
10605,Slovak Republic,1840,36.4
10606,Slovenia,1840,36.6
10607,Solomon Islands,1840,25.1
10608,Somalia,1840,29.4
10610,South Africa,1840,33.5
10612,Spain,1840,29.5
10613,Sri Lanka,1840,32.6
10614,Sudan,1840,31.4
10615,Suriname,1840,32.9
10617,Swaziland,1840,32.3
10618,Sweden,1840,43.98
10619,Switzerland,1840,38.0
10620,Syria,1840,31.1
10621,Taiwan,1840,28.3
10622,Tajikistan,1840,24.24
10623,Tanzania,1840,32.2
10624,Thailand,1840,30.4
10625,Timor-Leste,1840,28.95
10626,Togo,1840,31.3
10628,Tonga,1840,28.2
10630,Trinidad and Tobago,1840,34.87
10631,Tunisia,1840,28.8
10632,Turkey,1840,35.0
10633,Turkmenistan,1840,24.0
10636,Uganda,1840,25.3
10637,Ukraine,1840,36.6
10638,United Arab Emirates,1840,30.7
10639,United Kingdom,1840,39.93
10640,United States,1840,39.41
10641,Uruguay,1840,32.9
10643,Uzbekistan,1840,26.93
10645,Vanuatu,1840,24.3
10646,Venezuela,1840,32.2
10647,West Bank and Gaza,1840,32.1
10649,Western Sahara,1840,34.75
10650,Vietnam,1840,32.0
10651,Virgin Islands (U.S.),1840,33.4
10654,Yemen,1840,23.39
10656,Zambia,1840,32.6
10657,Zimbabwe,1840,33.7
10659,South Sudan,1840,26.67
10661,Afghanistan,1841,27.79
10663,Albania,1841,35.4
10664,Algeria,1841,28.82
10667,Angola,1841,26.98
10669,Antigua and Barbuda,1841,33.54
10670,Argentina,1841,33.2
10671,Armenia,1841,34.0
10672,Aruba,1841,34.42
10673,Australia,1841,34.05
10674,Austria,1841,34.4
10675,Azerbaijan,1841,29.17
10676,Bahamas,1841,35.18
10677,Bahrain,1841,30.3
10678,Bangladesh,1841,25.5
10679,Barbados,1841,32.12
10680,Belarus,1841,36.2
10681,Belgium,1841,40.33
10682,Belize,1841,26.5
10683,Benin,1841,31.0
10685,Bhutan,1841,28.8
10686,Bolivia,1841,33.0
10687,Bosnia and Herzegovina,1841,35.1
10688,Botswana,1841,33.6
10689,Brazil,1841,31.99
10691,Brunei,1841,29.2
10692,Bulgaria,1841,37.6
10693,Burkina Faso,1841,29.2
10694,Burundi,1841,31.5
10695,Cambodia,1841,35.0
10696,Cameroon,1841,28.75
10697,Canada,1841,40.32
10698,Cape Verde,1841,33.8
10700,Central African Republic,1841,30.0
10701,Chad,1841,30.9
10703,Chile,1841,32.0
10704,China,1841,32.0
10707,Colombia,1841,32.0
10708,Comoros,1841,32.1
10709,"Congo, Dem. Rep.",1841,31.6
10710,"Congo, Rep.",1841,32.7
10712,Costa Rica,1841,30.21
10713,Cote d'Ivoire,1841,31.16
10714,Croatia,1841,36.1
10715,Cuba,1841,36.36
10716,Cyprus,1841,38.51
10717,Czech Republic,1841,34.95
10719,Denmark,1841,42.64
10720,Djibouti,1841,29.9
10722,Dominican Republic,1841,29.9
10724,Ecuador,1841,32.9
10725,Egypt,1841,33.0
10726,El Salvador,1841,28.7
10727,Equatorial Guinea,1841,29.8
10728,Eritrea,1841,30.2
10730,Estonia,1841,36.55
10731,Ethiopia,1841,29.7
10734,Fiji,1841,26.1
10735,Finland,1841,41.01
10736,France,1841,40.68
10737,French Guiana,1841,30.5
10738,French Polynesia,1841,20.0
10739,Gabon,1841,30.6
10740,Gambia,1841,28.8
10741,Georgia,1841,31.87
10742,Germany,1841,38.37
10743,Ghana,1841,28.0
10745,Greece,1841,36.6
10746,Greenland,1841,33.87
10747,Grenada,1841,34.35
10748,Guadeloupe,1841,27.66
10749,Guam,1841,27.5
10750,Guatemala,1841,25.81
10752,Guinea,1841,29.92
10753,Guinea-Bissau,1841,32.0
10754,Guyana,1841,31.12
10755,Haiti,1841,29.0
10757,Honduras,1841,33.9
10758,"Hong Kong, China",1841,34.9
10759,Hungary,1841,36.0
10760,Iceland,1841,40.22
10761,India,1841,25.44
10762,Indonesia,1841,30.0
10763,Iran,1841,25.6
10764,Iraq,1841,31.2
10765,Ireland,1841,38.3
10767,Israel,1841,32.0
10768,Italy,1841,29.69
10769,Jamaica,1841,34.2
10770,Japan,1841,36.42
10772,Jordan,1841,31.7
10773,Kazakhstan,1841,26.2
10774,Kenya,1841,25.5
10775,Kiribati,1841,24.9
10776,North Korea,1841,26.0
10777,South Korea,1841,25.8
10780,Kuwait,1841,26.0
10781,Kyrgyz Republic,1841,23.94
10782,Lao,1841,31.9
10783,Latvia,1841,33.0
10784,Lebanon,1841,29.7
10785,Lesotho,1841,32.8
10786,Liberia,1841,31.1
10787,Libya,1841,33.1
10789,Lithuania,1841,28.9
10790,Luxembourg,1841,36.9
10791,"Macao, China",1841,34.7
10792,"Macedonia, FYR",1841,36.1
10793,Madagascar,1841,30.5
10794,Malawi,1841,30.3
10795,Malaysia,1841,30.6
10796,Maldives,1841,32.65
10797,Mali,1841,26.41
10798,Malta,1841,28.7
10800,Martinique,1841,30.15
10801,Mauritania,1841,32.0
10802,Mauritius,1841,23.01
10803,Mayotte,1841,32.5
10804,Mexico,1841,26.9
10805,"Micronesia, Fed. Sts.",1841,26.7
10806,Moldova,1841,33.15
10808,Mongolia,1841,31.8
10809,Montenegro,1841,35.4
10811,Morocco,1841,33.1
10812,Mozambique,1841,30.28
10813,Myanmar,1841,30.8
10814,Namibia,1841,32.4
10816,Nepal,1841,32.8
10817,Netherlands,1841,39.86
10818,Netherlands Antilles,1841,34.41
10819,New Caledonia,1841,26.0
10820,New Zealand,1841,34.05
10822,Nicaragua,1841,25.4
10823,Niger,1841,30.8
10824,Nigeria,1841,30.4
10829,Norway,1841,49.51
10830,Oman,1841,32.3
10831,Pakistan,1841,25.8
10833,Panama,1841,32.9
10834,Papua New Guinea,1841,31.5
10835,Paraguay,1841,35.5
10836,Peru,1841,35.7
10837,Philippines,1841,30.9
10839,Poland,1841,35.9
10840,Portugal,1841,35.6
10841,Puerto Rico,1841,30.43
10842,Qatar,1841,30.8
10843,Reunion,1841,33.0
10844,Romania,1841,35.7
10845,Russia,1841,29.57
10846,Rwanda,1841,31.8
10850,St. Lucia,1841,28.01
10852,St. Vincent and the Grenadines,1841,25.99
10854,Samoa,1841,25.4
10856,Sao Tome and Principe,1841,31.0
10857,Saudi Arabia,1841,32.1
10858,Senegal,1841,25.2
10859,Serbia,1841,35.5
10862,Seychelles,1841,37.0
10863,Sierra Leone,1841,25.1
10864,Singapore,1841,34.0
10865,Slovak Republic,1841,36.4
10866,Slovenia,1841,36.6
10867,Solomon Islands,1841,25.1
10868,Somalia,1841,29.4
10870,South Africa,1841,33.5
10872,Spain,1841,29.5
10873,Sri Lanka,1841,32.6
10874,Sudan,1841,31.4
10875,Suriname,1841,32.9
10877,Swaziland,1841,32.3
10878,Sweden,1841,45.17
10879,Switzerland,1841,38.0
10880,Syria,1841,31.1
10881,Taiwan,1841,28.3
10882,Tajikistan,1841,24.24
10883,Tanzania,1841,32.2
10884,Thailand,1841,30.4
10885,Timor-Leste,1841,28.95
10886,Togo,1841,31.3
10888,Tonga,1841,28.2
10890,Trinidad and Tobago,1841,35.85
10891,Tunisia,1841,28.8
10892,Turkey,1841,35.0
10893,Turkmenistan,1841,24.0
10896,Uganda,1841,25.3
10897,Ukraine,1841,36.6
10898,United Arab Emirates,1841,30.7
10899,United Kingdom,1841,41.7
10900,United States,1841,39.41
10901,Uruguay,1841,32.9
10903,Uzbekistan,1841,26.93
10905,Vanuatu,1841,24.3
10906,Venezuela,1841,32.2
10907,West Bank and Gaza,1841,32.1
10909,Western Sahara,1841,34.75
10910,Vietnam,1841,32.0
10911,Virgin Islands (U.S.),1841,33.4
10914,Yemen,1841,23.39
10916,Zambia,1841,32.6
10917,Zimbabwe,1841,33.7
10919,South Sudan,1841,26.67
10921,Afghanistan,1842,27.78
10923,Albania,1842,35.4
10924,Algeria,1842,28.82
10927,Angola,1842,26.98
10929,Antigua and Barbuda,1842,33.54
10930,Argentina,1842,33.2
10931,Armenia,1842,34.0
10932,Aruba,1842,34.42
10933,Australia,1842,34.05
10934,Austria,1842,34.4
10935,Azerbaijan,1842,29.17
10936,Bahamas,1842,35.18
10937,Bahrain,1842,30.3
10938,Bangladesh,1842,25.5
10939,Barbados,1842,32.12
10940,Belarus,1842,36.2
10941,Belgium,1842,38.66
10942,Belize,1842,26.5
10943,Benin,1842,31.0
10945,Bhutan,1842,28.8
10946,Bolivia,1842,33.0
10947,Bosnia and Herzegovina,1842,35.1
10948,Botswana,1842,33.6
10949,Brazil,1842,31.99
10951,Brunei,1842,29.2
10952,Bulgaria,1842,37.65
10953,Burkina Faso,1842,29.2
10954,Burundi,1842,31.5
10955,Cambodia,1842,35.0
10956,Cameroon,1842,28.75
10957,Canada,1842,40.39
10958,Cape Verde,1842,33.8
10960,Central African Republic,1842,30.0
10961,Chad,1842,30.9
10963,Chile,1842,32.0
10964,China,1842,32.0
10967,Colombia,1842,32.0
10968,Comoros,1842,32.1
10969,"Congo, Dem. Rep.",1842,31.6
10970,"Congo, Rep.",1842,32.7
10972,Costa Rica,1842,30.21
10973,Cote d'Ivoire,1842,31.16
10974,Croatia,1842,36.1
10975,Cuba,1842,36.24
10976,Cyprus,1842,38.51
10977,Czech Republic,1842,34.95
10979,Denmark,1842,42.49
10980,Djibouti,1842,29.9
10982,Dominican Republic,1842,29.9
10984,Ecuador,1842,32.9
10985,Egypt,1842,33.0
10986,El Salvador,1842,28.7
10987,Equatorial Guinea,1842,29.8
10988,Eritrea,1842,30.2
10990,Estonia,1842,36.2
10991,Ethiopia,1842,29.7
10994,Fiji,1842,26.1
10995,Finland,1842,41.76
10996,France,1842,40.01
10997,French Guiana,1842,30.5
10998,French Polynesia,1842,25.6
10999,Gabon,1842,30.6
11000,Gambia,1842,28.8
11001,Georgia,1842,31.87
11002,Germany,1842,38.37
11003,Ghana,1842,28.0
11005,Greece,1842,36.6
11006,Greenland,1842,33.87
11007,Grenada,1842,35.33
11008,Guadeloupe,1842,27.66
11009,Guam,1842,27.5
11010,Guatemala,1842,25.81
11012,Guinea,1842,29.93
11013,Guinea-Bissau,1842,32.0
11014,Guyana,1842,31.12
11015,Haiti,1842,29.0
11017,Honduras,1842,33.9
11018,"Hong Kong, China",1842,34.9
11019,Hungary,1842,36.0
11020,Iceland,1842,40.13
11021,India,1842,25.44
11022,Indonesia,1842,30.0
11023,Iran,1842,25.6
11024,Iraq,1842,31.2
11025,Ireland,1842,38.3
11027,Israel,1842,32.0
11028,Italy,1842,29.69
11029,Jamaica,1842,34.2
11030,Japan,1842,36.42
11032,Jordan,1842,31.7
11033,Kazakhstan,1842,26.2
11034,Kenya,1842,25.5
11035,Kiribati,1842,24.9
11036,North Korea,1842,26.0
11037,South Korea,1842,25.8
11040,Kuwait,1842,26.0
11041,Kyrgyz Republic,1842,23.94
11042,Lao,1842,31.9
11043,Latvia,1842,33.0
11044,Lebanon,1842,29.7
11045,Lesotho,1842,32.8
11046,Liberia,1842,31.1
11047,Libya,1842,33.1
11049,Lithuania,1842,28.9
11050,Luxembourg,1842,36.9
11051,"Macao, China",1842,34.7
11052,"Macedonia, FYR",1842,36.1
11053,Madagascar,1842,30.5
11054,Malawi,1842,30.3
11055,Malaysia,1842,30.6
11056,Maldives,1842,32.65
11057,Mali,1842,26.41
11058,Malta,1842,28.7
11060,Martinique,1842,30.15
11061,Mauritania,1842,32.0
11062,Mauritius,1842,22.41
11063,Mayotte,1842,32.5
11064,Mexico,1842,26.9
11065,"Micronesia, Fed. Sts.",1842,26.7
11066,Moldova,1842,33.15
11068,Mongolia,1842,31.8
11069,Montenegro,1842,35.4
11071,Morocco,1842,33.1
11072,Mozambique,1842,30.28
11073,Myanmar,1842,30.8
11074,Namibia,1842,32.4
11076,Nepal,1842,32.8
11077,Netherlands,1842,39.86
11078,Netherlands Antilles,1842,34.41
11079,New Caledonia,1842,26.0
11080,New Zealand,1842,34.05
11082,Nicaragua,1842,25.4
11083,Niger,1842,30.8
11084,Nigeria,1842,30.4
11089,Norway,1842,48.37
11090,Oman,1842,32.3
11091,Pakistan,1842,25.8
11093,Panama,1842,32.9
11094,Papua New Guinea,1842,31.5
11095,Paraguay,1842,35.5
11096,Peru,1842,35.7
11097,Philippines,1842,30.9
11099,Poland,1842,35.9
11100,Portugal,1842,35.6
11101,Puerto Rico,1842,30.43
11102,Qatar,1842,30.8
11103,Reunion,1842,33.0
11104,Romania,1842,35.7
11105,Russia,1842,29.57
11106,Rwanda,1842,31.8
11110,St. Lucia,1842,28.01
11112,St. Vincent and the Grenadines,1842,25.99
11114,Samoa,1842,25.4
11116,Sao Tome and Principe,1842,31.0
11117,Saudi Arabia,1842,32.1
11118,Senegal,1842,25.2
11119,Serbia,1842,35.5
11122,Seychelles,1842,37.0
11123,Sierra Leone,1842,25.1
11124,Singapore,1842,34.0
11125,Slovak Republic,1842,36.4
11126,Slovenia,1842,36.6
11127,Solomon Islands,1842,25.1
11128,Somalia,1842,29.4
11130,South Africa,1842,33.5
11132,Spain,1842,29.5
